CodeVault,Difference between arrays and pointers in C,4934,107,11,22,https://www.youtube.com/watch?v=iSZLE9qPN14
CodeVault,Detecting memory leaks in Visual Studio,9547,185,6,33,https://www.youtube.com/watch?v=t1wqj6J6Vhs
